solvent,salt,mol fraction salt,"Temperature, K","Specific density, kg/m<SUP>3</SUP>","Pressure, kPa",Mole fraction of water,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,Mole fraction of 1-butyl-3-methylimidazolium methanesulfonate,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Molar volume, m<SUP>3</SUP>/mol"
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,298.15,954.29,30000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,298.15,1021.38,30000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,298.15,1067.75,30000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,298.15,1081.37,30000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,298.15,1123.9,30000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,298.15,1145.8,30000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,298.15,1170.7,30000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,298.15,1197.0,30000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,298.15,1218.0,30000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,298.15,1239.7,30000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,303.15,873.7,30000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,303.15,930.09,30000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,303.15,950.74,30000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,303.15,1017.88,30000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,303.15,1064.33,30000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,303.15,1077.96,30000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,303.15,1120.5,30000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,303.15,1142.5,30000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,303.15,1167.4,30000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,303.15,1193.7,30000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,303.15,1214.8,30000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,303.15,1236.4,30000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,313.15,866.4,30000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,313.15,922.91,30000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,313.15,943.56,30000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,313.15,1010.88,30000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,313.15,1057.79,30000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,313.15,1071.08,30000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,313.15,1113.8,30000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,313.15,1135.7,30000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,313.15,1160.7,30000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,313.15,1187.1,30000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,313.15,1208.2,30000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,313.15,1229.8,30000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,323.15,859.2,30000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,323.15,915.8,30000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,323.15,936.42,30000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,323.15,1003.91,30000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,323.15,1051.07,30000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,323.15,1064.29,30000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,323.15,1107.1,30000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,323.15,1129.0,30000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,323.15,1154.1,30000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,323.15,1180.5,30000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,323.15,1201.6,30000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,323.15,1223.3,30000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,333.15,851.9,30000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,333.15,908.6,30000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,333.15,929.24,30000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,333.15,996.92,30000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,333.15,1044.25,30000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,333.15,1057.43,30000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,333.15,1100.4,30000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,333.15,1122.3,30000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,333.15,1147.6,30000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,333.15,1174.0,30000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,333.15,1195.1,30000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,333.15,1216.8,30000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,343.15,844.4,30000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,343.15,901.4,30000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,343.15,922.46,30000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,343.15,990.09,30000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,343.15,1036.01,30000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,343.15,1050.69,30000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,343.15,1094.0,30000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,343.15,1115.8,30000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,343.15,1141.1,30000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,343.15,1167.5,30000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,343.15,1188.7,30000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,343.15,1210.4,30000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,283.15,891.2,35000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,283.15,947.26,35000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,283.15,967.8,35000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,283.15,1034.62,35000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,283.15,1081.1,35000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,283.15,1094.3,35000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,283.15,1136.5,35000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,283.15,1158.3,35000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,283.15,1183.1,35000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,283.15,1209.2,35000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,283.15,1230.2,35000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,283.15,1251.6,35000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,293.15,884.0,35000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,293.15,940.18,35000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,293.15,960.74,35000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,293.15,1027.53,35000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,293.15,1073.62,35000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,293.15,1087.2,35000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,293.15,1129.5,35000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,293.15,1151.4,35000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,293.15,1176.2,35000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,293.15,1202.4,35000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,293.15,1223.4,35000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,293.15,1244.9,35000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,298.15,880.4,35000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,298.15,936.57,35000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,298.15,957.15,35000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,298.15,1024.03,35000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,298.15,1070.23,35000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,298.15,1083.8,35000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,298.15,1126.2,35000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,298.15,1148.0,35000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,298.15,1172.8,35000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,298.15,1199.0,35000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,298.15,1220.0,35000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,298.15,1241.6,35000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,303.15,876.9,35000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,303.15,933.1,35000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,303.15,953.67,35000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,303.15,1020.58,35000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,303.15,1066.82,35000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,303.15,1080.4,35000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,303.15,1122.9,35000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,303.15,1144.7,35000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,303.15,1169.6,35000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,303.15,1195.8,35000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,303.15,1216.8,35000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,303.15,1238.3,35000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,313.15,869.7,35000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,313.15,926.01,35000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,313.15,946.56,35000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,313.15,1013.65,35000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,313.15,1060.38,35000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,313.15,1073.63,35000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,313.15,1116.2,35000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,313.15,1138.0,35000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,313.15,1162.9,35000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,313.15,1189.2,35000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,313.15,1210.2,35000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,313.15,1231.8,35000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,323.15,862.6,35000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,323.15,919.0,35000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,323.15,939.53,35000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,323.15,1006.77,35000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,323.15,1053.73,35000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,323.15,1066.91,35000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,323.15,1109.5,35000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,323.15,1131.4,35000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,323.15,1156.4,35000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,323.15,1182.7,35000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,323.15,1203.7,35000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,323.15,1225.3,35000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,333.15,855.4,35000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,333.15,911.9,35000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,333.15,932.47,35000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,333.15,999.88,35000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,333.15,1046.98,35000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,333.15,1060.13,35000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,333.15,1102.9,35000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,333.15,1124.8,35000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,333.15,1149.9,35000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,333.15,1176.2,35000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,333.15,1197.3,35000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,333.15,1218.9,35000.0,,,0.93175,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.05056,343.15,848.1,35000.0,,,0.05056,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.10296,343.15,904.9,35000.0,,,0.10296,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.12466,343.15,925.77,35000.0,,,0.12466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.21262,343.15,993.12,35000.0,,,0.21262,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.29186,343.15,1040.41,35000.0,,,0.29186,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.31855,343.15,1053.46,35000.0,,,0.31855,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.41984,343.15,1096.5,35000.0,,,0.41984,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.48466,343.15,1118.3,35000.0,,,0.48466,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.57131,343.15,1143.5,35000.0,,,0.57131,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.68271,343.15,1169.8,35000.0,,,0.68271,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.79194,343.15,1190.9,35000.0,,,0.79194,,,,,,
ethanol,1-ethyl-3-methylimidazolium ethyl sulfate,0.93175,343.15,1212.6,35000.0,,,0.93175,,,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.0,283.15,800.36,100.0,,,,,0.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.05405,283.15,900.86,100.0,,,,,0.05405,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.10968,283.15,972.36,100.0,,,,,0.10968,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.20587,283.15,1048.76,100.0,,,,,0.20587,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.24647,283.15,1072.67,100.0,,,,,0.24647,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.29205,283.15,1092.87,100.0,,,,,0.29205,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.35486,283.15,1118.07,100.0,,,,,0.35486,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.41675,283.15,1135.71,100.0,,,,,0.41675,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.53164,283.15,1161.78,100.0,,,,,0.53164,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.60505,283.15,1175.15,100.0,,,,,0.60505,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.71231,283.15,1189.52,100.0,,,,,0.71231,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.85177,283.15,1205.05,100.0,,,,,0.85177,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,1.0,283.15,1217.19,100.0,,,,,1.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.0,283.15,802.51,2500.0,,,,,0.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.05405,283.15,904.54,2500.0,,,,,0.05405,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.10968,283.15,974.18,2500.0,,,,,0.10968,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.20587,283.15,1050.1,2500.0,,,,,0.20587,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.24647,283.15,1073.93,2500.0,,,,,0.24647,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.29205,283.15,1094.11,2500.0,,,,,0.29205,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.35486,283.15,1119.23,2500.0,,,,,0.35486,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.41675,283.15,1136.84,2500.0,,,,,0.41675,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.53164,283.15,1162.87,2500.0,,,,,0.53164,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.60505,283.15,1176.21,2500.0,,,,,0.60505,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.71231,283.15,1190.55,2500.0,,,,,0.71231,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.85177,283.15,1206.06,2500.0,,,,,0.85177,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,1.0,283.15,1218.18,2500.0,,,,,1.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.0,283.15,804.68,5000.0,,,,,0.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.05405,283.15,906.33,5000.0,,,,,0.05405,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.10968,283.15,975.52,5000.0,,,,,0.10968,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.20587,283.15,1051.49,5000.0,,,,,0.20587,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.24647,283.15,1075.23,5000.0,,,,,0.24647,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.29205,283.15,1095.39,5000.0,,,,,0.29205,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.35486,283.15,1120.45,5000.0,,,,,0.35486,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.41675,283.15,1138.0,5000.0,,,,,0.41675,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.53164,283.15,1163.96,5000.0,,,,,0.53164,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.60505,283.15,1177.31,5000.0,,,,,0.60505,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.71231,283.15,1191.62,5000.0,,,,,0.71231,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.85177,283.15,1207.12,5000.0,,,,,0.85177,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,1.0,283.15,1219.2,5000.0,,,,,1.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.0,283.15,808.86,10000.0,,,,,0.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.05405,283.15,909.85,10000.0,,,,,0.05405,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.10968,283.15,978.64,10000.0,,,,,0.10968,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.20587,283.15,1054.22,10000.0,,,,,0.20587,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.24647,283.15,1077.82,10000.0,,,,,0.24647,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.29205,283.15,1097.9,10000.0,,,,,0.29205,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.35486,283.15,1122.85,10000.0,,,,,0.35486,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.41675,283.15,1140.34,10000.0,,,,,0.41675,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.53164,283.15,1166.19,10000.0,,,,,0.53164,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.60505,283.15,1179.49,10000.0,,,,,0.60505,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.71231,283.15,1193.73,10000.0,,,,,0.71231,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.85177,283.15,1209.18,10000.0,,,,,0.85177,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,1.0,283.15,1221.22,10000.0,,,,,1.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.0,283.15,812.88,15000.0,,,,,0.0,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.05405,283.15,913.25,15000.0,,,,,0.05405,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.10968,283.15,981.67,15000.0,,,,,0.10968,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.20587,283.15,1056.86,15000.0,,,,,0.20587,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.24647,283.15,1080.34,15000.0,,,,,0.24647,,,,
methanol,1-butyl-3-methylimidazolium methyl sulfate,0.29205,283.15,1100.36,15000.0,,,,,0.29205,,,,
